source_record_id,release_batch,source_domain,record_action,first_name,last_name,state,vehicle_ref,effective_date,observed_date,source_description
UP6KT1B95XCK0R73,T1,license,record_correction,SYNGIV-Upddtnl,SYNFAM-Xtclyol,DE,,2026-08-07,2026-08-09,correction_feed_c
UP6WZANF92KT0SVP,T1,address,record_correction,SYNGIV-Czmpce,SYNFAM-Ezwmpce,PA,,2026-07-11,2026-08-11,source_refresh_a
UP6NOWV35M6IF833,T1,license,status_update,SYNGIV-Czmpce,SYNFAM-Ezwmpce,PA,,2026-07-11,2026-08-11,correction_feed_c
UP6YZOSZAA78B2IE,T1,external,new_record,SYNGIV-Wlcd,SYNFAM-Pxapj,NJ,,2026-07-30,2026-08-10,correction_feed_c
UP603H0JM4TOYJAL,T1,external,record_correction,SYNGIV-Wlcd,SYNFAM-Pxapj,DE,,2026-08-05,2026-08-10,correction_feed_c
UP6Z3MOWNBD8IU6J,T1,external,new_record,SYNGIV-Clnspw,SYNFAM-Lowpc,DE,,2026-07-13,2026-08-08,correction_feed_c
UP6FICVC9DL3RIFF,T1,address,status_update,SYNGIV-Cnlspw,SYNFAM-Lowpc,DE,,2026-07-24,2026-08-08,source_refresh_b
UP6E6OVVKK43PM4H,T1,address,status_update,SYNGIV-Nlyolnp,SYNFAM-Nwlcvp,DE,,2026-07-13,2026-08-11,correction_feed_c
UP6OUZL6CYF5LBA2,T1,title,new_record,SYNGIV-Nlyolnp,SYNFAM-Nwlcvp,DE,VH-9609520495,2026-07-30,2026-08-11,source_refresh_b
UP6Q0XMUWTXVDJTJ,T1,license,status_update,SYNGIV-Ufdety,SYNFAM-Ecly,MD,,2026-07-04,2026-08-10,correction_feed_c
UP62JX0BBZUSVFUN,T1,license,new_record,SYNGIV-Gtnezc,SYNFAM-Ecly,DE,,2026-06-29,2026-08-09,source_refresh_b
UP6I6K1NZMREUB6Y,T1,license,status_update,SYNGIV-Dzast,SYNFAM-Hpcxlrpc,DE,,2026-08-06,2026-08-10,correction_feed_c
UP6GAD3GQE4CPU5W,T1,external,new_record,SYNGIV-DZASTL,SYNFAM-Hpcxlrpc,DE,,2026-07-12,2026-08-08,correction_feed_c
UP69S8TUCERK4PHU,T1,license,status_update,SYNGIV-Ufwt,SYNFAM-Hstep,,,2026-06-28,2026-08-11,correction_feed_c
UP6HENSSPVD1FU8Q,T1,license,status_update,SYNGIV-Ufwtz,SYNFAM-Hstep,DE,,2026-06-19,2026-08-08,source_refresh_b
UP6XSERI6AZ95HO9,T1,address,status_update,SYNGIV-D,SYNFAM-Vwtpespcxpd,DE,,2026-07-31,2026-08-09,late_event_feed_d
UP67GKMVBXIW1GJP,T1,license,record_correction,SYNGIV-Depgpy,SYNFAM-Vwtpespcxpd,DE,,2026-07-11,2026-08-08,late_event_feed_d
UP6JKQABUIHVQ589,T1,address,status_update,SYNGIV-Uldzy,SYNFAM-Dalcvd,DE,,2026-07-19,2026-08-08,source_refresh_a
UP6M8777UZLAUPRK,T1,title,status_update,SYNGIV-Xpwtddl,SYNFAM-Dalcvd,DE,VH-2445661178,2026-07-07,2026-08-09,late_event_feed_d
UP6H0CZBVGWEUTWH,T1,external,record_correction,SYNGIV-Eclnpj,SYNFAM-Xlwlxfo,PA,,2026-07-14,2026-08-11,source_refresh_a
UP64NI76D2H6NMKI,T1,address,status_update,SYNGIV-Eclnpj,SYNFAM-Xlwlxfo,DE,,2026-07-08,2026-08-11,late_event_feed_d
UP6FLXZ09DER110A,T1,address,record_correction,SYNGIV-N,SYNFAM-Uzsydzy,DE,,2026-06-18,2026-08-10,late_event_feed_d
UP64NIWQRB4Y77BL,T1,external,new_record,SYNGIV-Nsctd,SYNFAM-Uszydzy,DE,,2026-06-30,2026-08-10,correction_feed_c
UP6WST7USZ53GNIK,T1,title,new_record,SYNGIV-Nsctdetyp,SYNFAM-Xntgpc,MD,VH-8632538921,2026-07-05,2026-08-08,correction_feed_c
UP6O7WC46BGCSLLL,T1,title,new_record,SYNGIV-W,SYNFAM-Xntgpc,DE,VH-8632538921,2026-06-22,2026-08-11,correction_feed_c
UP6PU6X02AHIQ20A,T1,address,record_correction,SYNGIV-Rlmctp,SYNFAM-Otlk,VA,,2026-07-23,2026-08-08,late_event_feed_d
UP68G40L8F6TYGT8,T1,title,record_correction,SYNGIV-Vpwdtp,SYNFAM-Czjd,VA,VH-1226531886,2026-07-05,2026-08-09,source_refresh_a
UP678GE95PNKUD2L,T1,title,status_update,SYNGIV-Xlctl,SYNFAM-Rlrp,VA,VH-2387225472,2026-07-18,2026-08-08,late_event_feed_d
UP6Z7TO5BIYV5HBW,T1,license,new_record,SYNGIV-Xlctl,SYNFAM-Rlrp,VA,,2026-08-08,2026-08-11,correction_feed_c
UP6VQVPA10O0KJ65,T1,title,new_record,SYNGIV-Pctnvl,SYNFAM-Xlc,DE,VH-0966775570,2026-06-22,2026-08-10,late_event_feed_d
UP6000EY6758JY3Z,T1,title,record_correction,SYNGIV-Pctnvl,SYNFAM-Xlc,DE,VH-0966775570,2026-06-19,2026-08-08,source_refresh_b
UP6QWWQ0QTC9XUMK,T1,license,new_record,SYNGIV-Xtnslpw,SYNFAM-Ofyslx,DE,,2026-07-18,2026-08-09,source_refresh_b
UP6O5N72YO55EFH6,T1,external,status_update,SYNGIV-Xtnslpw,SYNFAM-Ofyslx,DE,,2026-07-16,2026-08-10,source_refresh_b
UP6DJAPX366WNUGV,T1,external,status_update,SYNGIV-W,SYNFAM-Nclhqzco,DE,,2026-06-25,2026-08-08,correction_feed_c
UP6WI9LT0U1T3F2R,T1,external,record_correction,SYNGIV-W,SYNFAM-Nclhqzco,DE,,2026-07-02,2026-08-08,late_event_feed_d
UP6PAQA1TLFVIHG5,T1,address,status_update,SYNGIV-Clvpds,SYNFAM-Xplozhd,DE,,2026-07-27,2026-08-08,source_refresh_b
UP6CLECVPG6JLYBR,T1,title,new_record,SYNGIV-Ozxtyrz,SYNFAM-Xplozhd,FL,VH-6248371837,2026-07-25,2026-08-09,correction_feed_c
UP6MCCTRXW2W7ACW,T1,title,status_update,SYNGIV-Lolx,SYNFAM-Dlnvpee,DE,VH-6138225043,2026-07-27,2026-08-10,correction_feed_c
UP6UUTKY7J2ECITC,T1,license,record_correction,SYNGIV-Ldswpj,SYNFAM-Lwlcnzy,DE,,2026-06-30,2026-08-08,source_refresh_a
UP6XJNF30YN49F8A,T1,license,status_update,SYNGIV-W,SYNFAM-Nfpgld,DE,,2026-07-23,2026-08-10,source_refresh_a
UP6DXUIIQ9R4CU9K,T1,title,status_update,SYNGIV-fWnld,SYNFAM-Nfpgld,DE,VH-2032430866,2026-06-24,2026-08-11,source_refresh_a
UP6TZM44ZJKDUANA,T1,license,status_update,SYNGIV-Yzls,SYNFAM-Hzwq,,,2026-06-27,2026-08-09,late_event_feed_d
UP60TKLRV9OPVUDT,T1,external,record_correction,SYNGIV-Yzls,SYNFAM-Hzwq,DE,,2026-07-06,2026-08-10,source_refresh_a
UP6BOFLHL7M66GEC,T1,address,new_record,SYNGIV-Qpwti,SYNFAM-Dxtes,DE,,2026-07-16,2026-08-08,source_refresh_a
UP6UKKQRRV4A0Z7P,T1,title,new_record,SYNGIV-Qpwti,SYNFAM-Dxtes,NY,VH-0260536549,2026-06-29,2026-08-10,source_refresh_b
UP661RHPI5752I4H,T1,external,status_update,SYNGIV-Dlxlcl,SYNFAM-Mfvzgln,DE,,2026-06-20,2026-08-08,late_event_feed_d
UP6TIRBULZ7Q36WU,T1,external,status_update,SYNGIV-Dlxlcl,SYNFAM-Mfvzgln,DE,,2026-07-23,2026-08-08,late_event_feed_d
UP6B09ST558KW5V2,T1,address,record_correction,SYNGIV-Zxlc,SYNFAM-Dltwpc,,,2026-06-21,2026-08-11,source_refresh_b
UP6LBNJ23JJDK4AT,T1,license,status_update,SYNGIV-Zxlc,SYNFAM-Dltwpc,,,2026-07-25,2026-08-08,late_event_feed_d
UP6PD1VH3CT5K9XK,T1,external,status_update,SYNGIV-Wlfcpy,SYNFAM-Xlcetypk,DE,,2026-07-28,2026-08-08,source_refresh_a
UP6AK64FPXJGNHNH,T1,license,status_update,SYNGIV-Wlfcpy,SYNFAM-Xlcetypk,PA,,2026-06-19,2026-08-10,source_refresh_b
UP6FM9RV8GT01X5N,T1,external,record_correction,SYNGIV-Ylsfx,SYNFAM-Ctgpcl,DE,,2026-07-16,2026-08-09,late_event_feed_d
UP6D406KLXRI39WD,T1,address,new_record,SYNGIV-Ytnzwp,SYNFAM-Htwwltxd,DE,,2026-08-08,2026-08-10,late_event_feed_d
UP6KOU3CXN13R1YL,T1,license,status_update,SYNGIV-Xtnslpw,SYNFAM-Qtdnspc,DE,,2026-07-05,2026-08-09,late_event_feed_d
UP6425QB04QCJ9TN,T1,title,status_update,SYNGIV-Xtnls,SYNFAM-Nlwohpww,SC,VH-6871917257,2026-07-14,2026-08-08,source_refresh_a
UP6U4T498SKGS9ZF,T1,external,status_update,SYNGIV-Xpwgty,SYNFAM-Wzc,DE,,2026-07-23,2026-08-10,late_event_feed_d
UP69A4CVVJLEMOE9,T1,license,status_update,SYNGIV-Xwpgty,SYNFAM-Wzc,DE,,2026-07-24,2026-08-08,late_event_feed_d
UP62H1CD5D4ADSRW,T1,address,status_update,SYNGIV-E,SYNFAM-Mcjlye,PA,,2026-08-04,2026-08-11,source_refresh_b
UP6YRFDJDPN79WBR,T1,license,new_record,SYNGIV-Ezctlyl,SYNFAM-Mcjlye,DE,,2026-08-01,2026-08-11,correction_feed_c
UP64M0BSZIF2V2VC,T1,external,new_record,SYNGIV-Jzwlyo,SYNFAM-Nzcmpee,DE,,2026-07-12,2026-08-10,late_event_feed_d
UP6U4CX8COEVRLLD,T1,license,status_update,SYNGIV-Jzwlyol,SYNFAM-Nzcmpee,PA,,2026-07-20,2026-08-09,source_refresh_a
UP6MI8OZLY95I2N2,T1,address,record_correction,SYNGIV-Ulgzyep,SYNFAM-RLCOYPC,PA,,2026-07-13,2026-08-08,source_refresh_a
UP6IP057MRYZ9W41,T1,license,status_update,SYNGIV-Ulgzyep,SYNFAM-Rlcoypc,DE,,2026-07-11,2026-08-09,source_refresh_a
UP6EMENJRJSQPZXL,T1,license,status_update,SYNGIV-Olhy,SYNFAM-Azcetd,PA,,2026-07-04,2026-08-09,late_event_feed_d
UP6CFMHLEA1UFHYG,T1,license,record_correction,SYNGIV-Ozxtytn,SYNFAM-Azcetd,PA,,2026-08-03,2026-08-09,source_refresh_a
UP6PD4ZH9YNTFX24,T1,address,new_record,SYNGIV-Otlyl,SYNFAM-Dephlce,MD,,2026-08-07,2026-08-11,source_refresh_a
UP6VSD81J2TJ3KFT,T1,external,status_update,SYNGIV-Otlyl,SYNFAM-Dephlce,MD,,2026-07-18,2026-08-09,source_refresh_b
UP6EZQ6XQF3Z2JCR,T1,address,record_correction,SYNGIV-Alfw,SYNFAM-Dytpd,MD,,2026-06-17,2026-08-09,source_refresh_b
UP68KL04BF7C9N79,T1,address,new_record,SYNGIV-Alfw,SYNFAM-Dtypd,MD,,2026-08-03,2026-08-11,late_event_feed_d
UP6C15U6FLX895GZ,T1,title,record_correction,SYNGIV-Dlxylyr,SYNFAM-Wznbftlz,DE,VH-1578487107,2026-07-31,2026-08-10,source_refresh_b
UP6P668R69JG0CY1,T1,external,new_record,SYNGIV-Ctnv,SYNFAM-Dzez,DE,,2026-07-08,2026-08-10,source_refresh_b
UP6G4THT2BN7MC1F,T1,title,status_update,SYNGIV-Lwpitd,SYNFAM-Mpyypee,PA,VH-6722390401,2026-07-21,2026-08-10,late_event_feed_d
UP6HYJRQKEXAFRL4,T1,address,status_update,SYNGIV-Mpyulxty,SYNFAM-Mpyypee,DE,,2026-08-03,2026-08-10,source_refresh_a
UP6ZA9TRS2IG76WE,T1,license,record_correction,SYNGIV-H,SYNFAM-fCtk,DE,,2026-07-29,2026-08-09,correction_feed_c
UP6W20EJYYZOGDE9,T1,title,status_update,SYNGIV-Lozwqz,SYNFAM-Rftwwpy,NJ,VH-8265397005,2026-07-30,2026-08-10,source_refresh_b
UP6Q16AK1RRB35ED,T1,license,record_correction,SYNGIV-Wlcfp,SYNFAM-Ulnvdzy,MD,,2026-06-21,2026-08-10,source_refresh_a
UP6UZOR8INS9J0Q6,T1,title,status_update,SYNGIV-C,SYNFAM-Cfaacpnse,DE,VH-9553644920,2026-06-24,2026-08-08,source_refresh_a
UP69JOHHV4VWSRJK,T1,address,new_record,SYNGIV-Rpcdz,SYNFAM-Jlepd,DE,,2026-07-02,2026-08-10,source_refresh_b
UP60YUL7THH1CBUT,T1,title,record_correction,SYNGIV-R,SYNFAM-Jlepd,DE,VH-9931630741,2026-07-12,2026-08-10,source_refresh_a
UP6OJZQELTC2L1US,T1,address,record_correction,SYNGIV-Dsptwl,SYNFAM-Ncfk,DE,,2026-07-05,2026-08-11,late_event_feed_d
UP65SQ4SCQSHG769,T1,title,status_update,SYNGIV-D,SYNFAM-Ncfk,NJ,VH-7036346357,2026-08-05,2026-08-11,late_event_feed_d
UP6DQGAI1X7L9CD4,T1,license,new_record,SYNGIV-Ntyoj,SYNFAM-Xlodpy,DE,,2026-08-01,2026-08-11,correction_feed_c
UP68ILO2083R6M1A,T1,address,status_update,SYNGIV-Dlcls,SYNFAM-Xlodpy,DE,,2026-08-05,2026-08-11,source_refresh_a
UP66509R1FOIMYKU,T1,license,record_correction,SYNGIV-Ulxpd,SYNFAM-Rctyodelqq,MD,,2026-07-17,2026-08-09,source_refresh_a
UP623S592MB2A11H,T1,external,record_correction,SYNGIV-Xljcl,SYNFAM-Rctyodelqq,DE,,2026-07-14,2026-08-10,source_refresh_a
UP65D6D7IQF3Z29D,T1,title,new_record,SYNGIV-Uzds,SYNFAM-Yhp,MD,VH-7340516922,2026-07-10,2026-08-10,source_refresh_a
UP63O1O9QIC75IO9,T1,address,record_correction,SYNGIV-Uzylesly,SYNFAM-Wprlccpel,MD,,2026-07-18,2026-08-11,late_event_feed_d
UP6RDPD7ZMUPT7ZZ,T1,address,new_record,SYNGIV-Qclyntdnz,SYNFAM-Mfocplf,NJ,,2026-07-06,2026-08-11,correction_feed_c
UP6UGP3IOUCIIVQZ,T1,license,status_update,SYNGIV-Qclyntdnz,SYNFAM-Mfocplf,DE,,2026-07-03,2026-08-10,source_refresh_b
UP6XBDS3REG2TUM1,T1,address,record_correction,SYNGIV-Mpeej,SYNFAM-Ypwoypc,DE,,2026-08-07,2026-08-08,source_refresh_a
UP6D55Q403E2OCF9,T1,license,status_update,SYNGIV-M,SYNFAM-Ypwoypc,PA,,2026-08-05,2026-08-11,late_event_feed_d
UP68GSIG84UIQIVL,T1,license,record_correction,SYNGIV-P,SYNFAM-Vfwvlcyt,MD,,2026-06-18,2026-08-08,late_event_feed_d
UP6YAVBR937CVLC5,T1,license,record_correction,SYNGIV-Wlyozy,SYNFAM-Nlwszfy,DE,,2026-07-06,2026-08-09,source_refresh_a
UP6B0OLS474OQYSD,T1,title,record_correction,SYNGIV-Nspwdpl,SYNFAM-Slcxpc,DE,VH-6028864327,2026-06-26,2026-08-10,source_refresh_a
UP6EU58JR6IFVTXL,T1,external,status_update,SYNGIV-N,SYNFAM-Slcxpc,PA,,2026-07-08,2026-08-10,source_refresh_b
UP6G6FRKC91H1TMY,T1,external,record_correction,SYNGIV-Wtyol,SYNFAM-Hlwvpc,DE,,2026-07-28,2026-08-08,source_refresh_a
UP6CJU5OB62NJPPE,T1,license,record_correction,SYNGIV-Wtoyl,SYNFAM-Hlwvpc,DE,,2026-07-10,2026-08-09,source_refresh_b
UP6W4ZJ44HS9O5QP,T1,title,new_record,SYNGIV-Xzytnl,SYNFAM-Wzdezy,DE,VH-5856819588,2026-07-06,2026-08-09,late_event_feed_d
UP60802472BVFYC4,T1,title,new_record,SYNGIV-Xlcv,SYNFAM-Hplgpc,DE,VH-5856819588,2026-07-25,2026-08-08,correction_feed_c
UP64PATD6E24XX5X,T1,address,record_correction,SYNGIV-Xlcj,SYNFAM-Xtwwpc,MD,,2026-07-06,2026-08-08,late_event_feed_d
UP6R81FCHWOHEC7I,T1,external,status_update,SYNGIV-Xlcj,SYNFAM-Xtwwpc,DE,,2026-07-15,2026-08-10,source_refresh_b
UP6PV2TULHVMAE95,T1,license,new_record,SYNGIV-Czmty,SYNFAM-Klaap,DE,,2026-06-17,2026-08-09,source_refresh_b
UP6URQJAK4ED6T4I,T1,title,record_correction,SYNGIV-Mczzv,SYNFAM-Klaap,PA,VH-7478695113,2026-07-24,2026-08-09,correction_feed_c
UP6GGRSSYHDICR79,T1,external,record_correction,SYNGIV-Xprly,SYNFAM-Awfyvpee,DE,,2026-07-28,2026-08-10,source_refresh_b
UP6C6J8VLTIEZYH9,T1,address,status_update,SYNGIV-Nlcepc,SYNFAM-Wzypcrly,DE,,2026-06-22,2026-08-10,correction_feed_c
UP6E1E6Z1TKV7Q2T,T1,license,new_record,SYNGIV-Ulxpd,SYNFAM-Xtenspww,DE,,2026-08-03,2026-08-10,source_refresh_b
UP6ZSTSVTAU00Y5U,T1,external,status_update,SYNGIV-U,SYNFAM-Xtenspww,PA,,2026-06-18,2026-08-11,late_event_feed_d
UP6I24IF4NKAODOI,T1,external,status_update,SYNGIV-Xlctp,SYNFAM-Nslaxly,PA,,2026-07-04,2026-08-08,source_refresh_a
UP6SOO0YBIZ96BVC,T1,external,new_record,SYNGIV-Xleesph,SYNFAM-Rzcozy,DE,,2026-08-01,2026-08-11,correction_feed_c
UP6YU5K5LCQPLHSS,T1,license,status_update,SYNGIV-Dpes,SYNFAM-Efcypc,DE,,2026-07-01,2026-08-11,late_event_feed_d
UP64X48KQD6PJYGR,T1,license,status_update,SYNGIV-Dpes,SYNFAM-Efcypc,DE,,2026-08-06,2026-08-09,late_event_feed_d
UP6Z0ABMMT3BYOTW,T1,title,record_correction,SYNGIV-Wtyol,SYNFAM-Spcylyopk,PA,VH-4820712087,2026-08-08,2026-08-10,source_refresh_a
UP6RCDGZR6GBJKML,T1,license,status_update,SYNGIV-Wtyo,SYNFAM-Spcylyopk,DE,,2026-07-09,2026-08-11,source_refresh_a
UP6RMQFMQW6ODN21,T1,address,new_record,SYNGIV-Dlmctyl,SYNFAM-Xfww,DE,,2026-08-03,2026-08-11,correction_feed_c
UP6MXV367JB0X93L,T1,license,status_update,SYNGIV-Dlmctyl,SYNFAM-Xfww,PA,,2026-06-28,2026-08-10,correction_feed_c
UP6ALCAXU375JX9T,T1,license,new_record,SYNGIV-Szhlc,SYNFAM-Mfwwznv,DE,,2026-07-17,2026-08-11,source_refresh_a
UP6G425JLRHSPJY5,T1,address,new_record,SYNGIV-Szhlc,SYNFAM-Mfwwznv,DE,,2026-07-06,2026-08-08,late_event_feed_d
UP6DU32K78ZM7OFQ,T1,license,record_correction,SYNGIV-Utx,SYNFAM-Pddhpty,DE,,2026-08-07,2026-08-08,source_refresh_a
UP6YZSM13Y1PYT1M,T1,title,new_record,SYNGIV-Ctnvj,SYNFAM-Yphdzxp,DE,VH-4869970953,2026-07-13,2026-08-11,correction_feed_c
UP6LV78HYY0JWIIY,T1,license,record_correction,SYNGIV-Ctnslco,SYNFAM-Xlespyj,DE,,2026-06-29,2026-08-11,late_event_feed_d
UP6O383FLL80KIDQ,T1,external,status_update,SYNGIV-Qclyntyp,SYNFAM-Xlespyj,DE,,2026-07-11,2026-08-08,late_event_feed_d
UP69CL5L2OXA8II6,T1,title,new_record,SYNGIV-Wftd,SYNFAM-Olmczhdvt,DE,VH-7071749847,2026-06-22,2026-08-08,source_refresh_b
UP6RF2CP1C9QCTX1,T1,external,record_correction,SYNGIV-Vlesj,SYNFAM-Oyfnly,DE,,2026-07-13,2026-08-10,late_event_feed_d
UP6RW7ETKSWJYZ4V,T1,address,new_record,SYNGIV-Nzceypj,SYNFAM-Lrftwlc,PA,,2026-07-08,2026-08-11,source_refresh_a
UP63J33Z98F9O5D7,T1,external,new_record,SYNGIV-Nzceypj,SYNFAM-Lrftwlc,PA,,2026-07-25,2026-08-08,source_refresh_b
UP6LQDIUJXBMK0J8,T1,address,new_record,SYNGIV-U,SYNFAM-Sltdwta,DE,,2026-06-30,2026-08-10,source_refresh_b
UP67XR12VT7QJUVP,T1,license,status_update,SYNGIV-Depgpy,SYNFAM-Wlyytyr,MD,,2026-07-30,2026-08-09,correction_feed_c
UP66KKZ2C4VK789Z,T1,address,new_record,SYNGIV-Utxxj,SYNFAM-Czdpyeslw,DE,,2026-07-07,2026-08-09,correction_feed_c
UP69TUMT8GD1QEJP,T1,address,new_record,SYNGIV-Uzsy,SYNFAM-Rlcntl,DE,,2026-07-28,2026-08-10,late_event_feed_d
UP63MWLIS5F1HZ11,T1,external,status_update,SYNGIV-Rlmctpwwp,SYNFAM-Slww,DE,,2026-07-24,2026-08-10,source_refresh_a
UP6QKYGGNRR8C94Z,T1,title,status_update,SYNGIV-Rlmctpwwp,SYNFAM-Slww,PA,VH-6266628169,2026-07-18,2026-08-09,source_refresh_b
UP68RDTO8W0YYERK,T1,external,new_record,SYNGIV-Tcpyp,SYNFAM-Csjyp,DE,,2026-07-06,2026-08-11,source_refresh_a
UP6VCFBZIV5NT756,T1,license,new_record,SYNGIV-T,SYNFAM-Csjyp,DE,,2026-07-25,2026-08-10,correction_feed_c
UP6AY0DXT6ZOSYEJ,T1,title,record_correction,SYNGIV-N,SYNFAM-Qwzcpd,NY,VH-7278892063,2026-07-22,2026-08-10,late_event_feed_d
UP66KGIRYT5KE2F9,T1,external,status_update,SYNGIV-E,SYNFAM-Qwzcpd,NY,,2026-08-02,2026-08-11,late_event_feed_d
UP6MW6XK0OF6320Y,T1,external,status_update,SYNGIV-Njyestl,SYNFAM-Xnrftcp,DE,,2026-06-20,2026-08-11,correction_feed_c
UP6KB2SOIJHX8ECD,T1,address,new_record,SYNGIV-Vlcp,SYNFAM-Ojnspd,NJ,,2026-06-19,2026-08-10,source_refresh_b
UP6ZYHFMGD149YGU,T1,address,new_record,SYNGIV-Zwtgtl,SYNFAM-Actynp,NY,,2026-06-17,2026-08-11,correction_feed_c
UP61T925AICRGPWV,T1,external,status_update,SYNGIV-Z,SYNFAM-Actynp,DE,,2026-06-22,2026-08-08,source_refresh_a
UP604QOCFPI9I8SC,T1,license,record_correction,SYNGIV-Ozfr,SYNFAM-Lyopcdzy,PA,,2026-07-21,2026-08-11,late_event_feed_d
UP6GS2CLJ8AWQPQ0,T1,address,record_correction,SYNGIV-Ejxpcp,SYNFAM-Lyopcdzy,,,2026-08-04,2026-08-11,late_event_feed_d
UP6PMF9HXIWZY2PL,T1,license,record_correction,SYNGIV-Wtl,SYNFAM-Atyopc,FL,,2026-06-26,2026-08-11,late_event_feed_d
UP6F5122BIWK4EAO,T1,title,record_correction,SYNGIV-Uzsyyj,SYNFAM-Atyopc,FL,VH-7101430630,2026-07-23,2026-08-11,source_refresh_b
UP6EQJNZ221MNH6R,T1,license,status_update,SYNGIV-Lwxl,SYNFAM-Dezcnv,DE,,2026-06-30,2026-08-10,source_refresh_a
UP69HARFE0O4WS8T,T1,title,status_update,SYNGIV-Dfwpjxl,SYNFAM-Dezcnv,DE,VH-0123168921,2026-07-05,2026-08-09,source_refresh_b
UP6D3B9CHX5LP1GL,T1,external,record_correction,SYNGIV-Lfmcpj,SYNFAM-Nzywpj,DE,,2026-07-29,2026-08-11,correction_feed_c
UP6SEUG6G7M3FTEN,T1,external,record_correction,SYNGIV-Tdlmpwwl,SYNFAM-Nzywpj,MD,,2026-06-23,2026-08-09,source_refresh_b
UP6YZ1C1EDVRJWFO,T1,external,status_update,SYNGIV-Cljxzyo,SYNFAM-Wxpzd,DE,,2026-07-18,2026-08-11,late_event_feed_d
UP61CKI32I9V8WJJ,T1,license,new_record,SYNGIV-Cljxzyo,SYNFAM-Wpxzd,FL,,2026-08-06,2026-08-11,late_event_feed_d
UP6PHEPSF0ZO4DD3,T1,external,record_correction,SYNGIV-Nzfceypj,SYNFAM-Oytrpdd,DE,,2026-07-13,2026-08-11,correction_feed_c
UP6L8428Q10EZ70Y,T1,title,record_correction,SYNGIV-NZFCEYPJ,SYNFAM-Otrypdd,MD,VH-5703139423,2026-07-29,2026-08-09,source_refresh_a
UP6PWYOCTWA2KOK3,T1,external,new_record,SYNGIV-Ylelwtp,SYNFAM-Vtyr,DE,,2026-07-10,2026-08-11,late_event_feed_d
UP6TQM98IHZKYSZZ,T1,license,record_correction,SYNGIV-Ylelwt,SYNFAM-Vtyr,DE,,2026-08-07,2026-08-10,correction_feed_c
UP64C7UE0SPVQDIW,T1,address,status_update,SYNGIV-Cfmty,SYNFAM-Wzgpwlnp,DE,,2026-06-20,2026-08-10,late_event_feed_d
UP6LK4KZ8SIWB2U0,T1,address,record_correction,SYNGIV-U,SYNFAM-Plezy,PA,,2026-06-22,2026-08-10,source_refresh_a
UP6HV8A792KIBLG2,T1,license,record_correction,SYNGIV-Xnvtyktp,SYNFAM-Wphlyozhdvt,MD,,2026-07-03,2026-08-11,correction_feed_c
UP62SF2U7HDZIAEZ,T1,address,record_correction,SYNGIV-Cfes,SYNFAM-Nsctdetlydpy,MD,,2026-06-24,2026-08-10,correction_feed_c
UP6B5R732VM9EA02,T1,license,new_record,SYNGIV-N,SYNFAM-Deppwp,PA,,2026-07-29,2026-08-09,source_refresh_a
UP65QZVYY3TR707P,T1,license,new_record,SYNGIV-Gtnezc,SYNFAM-Mfxmlfrs,DE,,2026-07-30,2026-08-09,source_refresh_b
UP6P5H34GZ6TOH7D,T1,address,status_update,SYNGIV-Pwltyp,SYNFAM-Xlcdslww,DE,,2026-07-28,2026-08-11,source_refresh_a
UP66Z8Y9ZG5Z7JIY,T1,external,record_correction,SYNGIV-Pwltyp,SYNFAM-Xlcdslww,DE,,2026-07-25,2026-08-09,late_event_feed_d
UP6UNY38W64IFROO,T1,external,status_update,SYNGIV-Cfes,SYNFAM-Dhlydzy,DE,,2026-06-29,2026-08-10,source_refresh_b
UP69TP1ISPT14UMT,T1,title,record_correction,SYNGIV-Cfes,SYNFAM-Dhlydzy,DE,VH-2696665703,2026-07-02,2026-08-11,correction_feed_c
UP6AV1OP8E5EAQ2R,T1,license,record_correction,SYNGIV-Upqq,SYNFAM-Jlcmpc,DE,,2026-06-23,2026-08-08,late_event_feed_d
UP6C4XNEXLW98KA5,T1,license,new_record,SYNGIV-Upqq,SYNFAM-Jlcmpc,DE,,2026-06-29,2026-08-11,correction_feed_c
UP6LIJP31DCQVNEI,T1,address,record_correction,SYNGIV-Lwwly,SYNFAM-Alcdzyd,NJ,,2026-08-02,2026-08-09,late_event_feed_d
UP6BXZ5QZ4GVTS4Q,T1,license,status_update,SYNGIV-Lwwly,SYNFAM-Alcdzyd,,,2026-08-08,2026-08-10,source_refresh_a
UP6K7M3C1LYNDICL,T1,external,new_record,SYNGIV-Wlfcl,SYNFAM-Dlynspk,NY,,2026-06-22,2026-08-08,source_refresh_b
UP6FHXFIB2WH5JA3,T1,external,record_correction,SYNGIV-Wlfc,SYNFAM-Dlynspk,NY,,2026-07-21,2026-08-10,correction_feed_c
UP629B404CW6BW8P,T1,external,new_record,SYNGIV-Lyocph,SYNFAM-Xzcrly,DE,,2026-07-09,2026-08-10,source_refresh_b
UP6G6U8G18C9SZZN,T1,external,status_update,SYNGIV-Ltoly,SYNFAM-Wfnld,NC,,2026-07-20,2026-08-09,late_event_feed_d
UP6FFDV78BGE56P7,T1,license,new_record,SYNGIV-Olgto,SYNFAM-Htpozhpc,VA,,2026-06-30,2026-08-08,source_refresh_a
UP6IWRY3FXJ2MUZU,T1,title,record_correction,SYNGIV-Olgto,SYNFAM-Htpozhpc,DE,VH-4811975845,2026-07-17,2026-08-10,source_refresh_a
