source_record_id,vehicle_ref,owner_first_name,owner_last_name,event_type,event_state,event_date
TTL-E4TCF4ADLL,VH-6933802737,SYNGIV-Depaslytp,SYNFAM-Xpopw,record_update,SC,2025-10-20
TTL-61ABGGYCD8,VH-1276065201,SYNGIV-Dspwwpj,SYNFAM-Cjopc,title_record,DE,2021-01-17
TTL-L4RTQDTAX3,VH-1276065201,SYNGIV-N,SYNFAM-Mpwgty,ownership_change,PA,2024-01-19
TTL-KBJ7DPAET0,VH-1276065201,SYNGIV-Dspwwpj,SYNFAM-Cjopc,record_update,PA,2025-05-06
TTL-0FK6N2RV34,VH-1276065201,SYNGIV-Dspwwpj,SYNFAM-Cjopc,record_update,DE,2026-02-21
TTL-52NIPLJNZB,VH-2656948503,SYNGIV-Xtnspw,SYNFAM-Ozxtyrz,title_record,DE,2021-11-24
TTL-0ROO8BOMDG,VH-2656948503,SYNGIV-Mctlyyl,SYNFAM-Dwlepc,ownership_change,NY,2024-01-30
TTL-JIIV9YT7XX,VH-2656948503,SYNGIV-Xtnspw,SYNFAM-Ozxtyrz,record_update,NY,2025-01-25
TTL-3W7S0DLEGW,VH-2656948503,SYNGIV-Xtnsp,SYNFAM-Ozxtyrz,record_update,DE,2025-06-29
TTL-14F0XKINY3,VH-6441238827,SYNGIV-Ylesly,SYNFAM-zMfocze,title_record,DE,2021-11-27
TTL-4OJ6ACRTXA,VH-6441238827,SYNGIV-Ylesly,SYNFAM-Mzfocze,ownership_change,PA,2024-07-22
TTL-45YHHKG463,VH-6441238827,SYNGIV-Alxpwl,SYNFAM-Sporpd,record_update,PA,2025-09-06
TTL-Y80L2NSV8G,VH-6441238827,SYNGIV-Ylesly,SYNFAM-Mzfocze,record_update,,2026-05-17
TTL-7DN46KC0YT,VH-0843667929,SYNGIV-Xzytnl,SYNFAM-Aazp,title_record,DE,2020-08-05
TTL-NTY5289FEE,VH-0843667929,SYNGIV-Xzytnl,SYNFAM-Azap,ownership_change,MD,2024-06-21
TTL-K18EG4SD5F,VH-0843667929,SYNGIV-Wlezjl,SYNFAM-Sljhzzo,record_update,MD,2025-06-11
TTL-77P7W2DP1M,VH-0843667929,SYNGIV-Xzytnl,SYNFAM-Azap,record_update,DE,2026-06-09
TTL-5GKKXJRWBF,VH-1722526229,SYNGIV-Vletp,SYNFAM-Rtwwtwlyo,title_record,DE,2021-07-11
TTL-NIGYIVU191,VH-1722526229,SYNGIV-Vletp,SYNFAM-Rtwwtwlyo,ownership_change,NJ,2023-09-06
TTL-BF5MVHD9V8,VH-1722526229,SYNGIV-Vletp,SYNFAM-Rtwwtwlyo,record_update,NJ,2024-11-02
TTL-8JZYDJ2IRV,VH-1722526229,SYNGIV-Ulxpd,SYNFAM-Hpdezy,record_update,DE,2025-03-28
TTL-6LLC4Y98LJ,VH-4020876634,SYNGIV-L,SYNFAM-Rzoqcpj,title_record,DE,2020-08-19
TTL-11PVK9V8TN,VH-4020876634,SYNGIV-Rpzcrt,SYNFAM-Qtpwod,ownership_change,NY,2024-03-24
TTL-9R6FVMNYJI,VH-4020876634,SYNGIV-Lclnpwt,SYNFAM-Rzoqcpj,record_update,DE,2025-02-16
TTL-TZD55VZL08,VH-4020876634,SYNGIV-LCLNPW,SYNFAM-Rzoqcpj,record_update,NY,2026-04-12
TTL-NL94N8R74X,VH-8432804012,SYNGIV-Hlyol,SYNFAM-Hzzod,title_record,VA,2021-07-24
TTL-CZ5JPC90KF,VH-8432804012,SYNGIV-Hloyl,SYNFAM-Hzozd,ownership_change,DE,2024-03-29
TTL-RXV4ZLNMRD,VH-8432804012,SYNGIV-U,SYNFAM-Hzzod,record_update,DE,2025-08-03
TTL-FXP5J7K59S,VH-8432804012,SYNGIV-H,SYNFAM-Hzzod,record_update,VA,2026-07-19
TTL-SHSG1KVVFK,VH-9885073511,SYNGIV-Rlmctpwl,SYNFAM-Rlxpk,title_record,PA,2021-08-25
TTL-CXMG9AM2J9,VH-9885073511,SYNGIV-Ldswpj,SYNFAM-Rlxpk,ownership_change,PA,2024-03-16
TTL-0QJHU9WK43,VH-9885073511,SYNGIV-Rlmctpwl,SYNFAM-Rlxpk,record_update,DE,2025-04-17
TTL-A3U4GAHUOK,VH-9885073511,SYNGIV-Rlmctpw,SYNFAM-Rlxpk,record_update,DE,2025-04-17
TTL-BS46DAHF1R,VH-5615556048,SYNGIV-Vlespctyp,SYNFAM-Wlkz,title_record,DE,2021-08-23
TTL-BIAZ3AEA4W,VH-5615556048,SYNGIV-Vpwwt,SYNFAM-Porp,ownership_change,DE,2024-06-16
TTL-THBV2VU3C2,VH-5615556048,SYNGIV-Vpwwt,SYNFAM-Porp,record_update,MD,2025-04-10
TTL-9W9UUMG11B,VH-5615556048,SYNGIV-Vpwwt,SYNFAM-Porp,record_update,MD,2025-09-20
TTL-29R304NUAV,VH-3139106636,SYNGIV-Ulxpd,SYNFAM-Oplyp,title_record,,2021-09-21
TTL-EW7HZQXRRK,VH-3139106636,SYNGIV-Ulxpd,SYNFAM-Oplyp,ownership_change,DE,2023-10-01
TTL-DT2HP7M7FK,VH-3139106636,SYNGIV-Ulxpd,SYNFAM-Oplyp,record_update,DE,2025-04-05
TTL-O74JAXHX1N,VH-3139106636,SYNGIV-Yzspxt,SYNFAM-Oplyp,record_update,MD,2026-01-15
TTL-Z6HSQSIILQ,VH-1993500339,SYNGIV-Vctdel,SYNFAM-Dslcxl,title_record,MD,2020-10-31
TTL-SCQF1M511I,VH-1993500339,SYNGIV-Nsctdetyl,SYNFAM-Xnvtyyzy,ownership_change,DE,2023-08-21
TTL-Q579H2JJ8H,VH-1993500339,SYNGIV-Nsctdetyl,SYNFAM-Xnvtyyzy,record_update,MD,2025-03-10
TTL-Y5RYM1O6JR,VH-1993500339,SYNGIV-Nsctdetyl,SYNFAM-Xnvtyyzy,record_update,DE,2026-04-24
TTL-O0ONUVG1KY,VH-6305064152,SYNGIV-Dfwwtgly,SYNFAM-Pwtld,title_record,DE,2021-04-19
TTL-JLS48JW35A,VH-6305064152,SYNGIV-Dfwwtgl,SYNFAM-Ptwld,ownership_change,MD,2023-09-04
TTL-N3194HK62R,VH-6305064152,SYNGIV-Dslczy,SYNFAM-Hjlee,record_update,DE,2024-05-11
TTL-H142DFL862,VH-6305064152,SYNGIV-Dfwwtgly,SYNFAM-Pwtld,record_update,MD,2025-03-29
TTL-B3LXBPF7D3,VH-1403790311,SYNGIV-XTNSPWWP,SYNFAM-Olgtd,title_record,DE,2022-03-12
TTL-B725GLTQKL,VH-1403790311,SYNGIV-Vlxcjy,SYNFAM-Opwlncfk,ownership_change,PA,2023-08-15
TTL-LDUMR5BFB6,VH-1403790311,SYNGIV-Xtnspwwp,SYNFAM-Olgtd,record_update,PA,2024-10-05
TTL-IGC2M57UGH,VH-1403790311,SYNGIV-Xtnspwwp,SYNFAM-Olgtd,record_update,DE,2026-05-31
TTL-WZDD8G1BZK,VH-3439582828,SYNGIV-Xtnslpw,SYNFAM-Jlyr,title_record,NJ,2021-01-26
TTL-9JTWMG6A39,VH-3439582828,SYNGIV-Lwly,SYNFAM-Jlyr,ownership_change,DE,2023-09-05
TTL-1Y2BV7FELM,VH-3439582828,SYNGIV-Lwly,SYNFAM-Jlyr,record_update,DE,2025-04-26
TTL-OKXBTLM47K,VH-3439582828,SYNGIV-Lwly,SYNFAM-Jlyr,record_update,,2026-05-07
TTL-6WHGSR30TJ,VH-5968238983,SYNGIV-Nwltcp,SYNFAM-Mjco,title_record,PA,2020-10-16
TTL-3PWUWN6GQV,VH-5968238983,SYNGIV-Czdwjy,SYNFAM-Gtol,ownership_change,DE,2024-02-06
TTL-9UGSJ1ABIQ,VH-5968238983,SYNGIV-C,SYNFAM-Gtol,record_update,PA,2025-01-04
TTL-S2NIRMN1BL,VH-5968238983,SYNGIV-C,SYNFAM-Gtol,record_update,DE,2026-05-20
TTL-WGNLLUX8KJ,VH-4220708498,SYNGIV-Dlrp,SYNFAM-Wphtd,title_record,MD,2022-06-09
TTL-MQFH5R2U4B,VH-4220708498,SYNGIV-D,SYNFAM-Wphtd,ownership_change,DE,2024-01-09
TTL-TS9FC7VIKZ,VH-4220708498,SYNGIV-Drlp,SYNFAM-Wphtd,record_update,DE,2025-01-04
TTL-SVFZFSJDMH,VH-4220708498,SYNGIV-Vzcewjy,SYNFAM-Wphtd,record_update,MD,2026-05-11
TTL-XDQNLW7B7B,VH-8768569864,SYNGIV-Deflce,SYNFAM-Xlc wpeep,title_record,DE,2021-10-28
TTL-I2FKQ4D1XE,VH-8768569864,SYNGIV-Deflce,SYNFAM-Xlcwpeep,ownership_change,PA,2024-04-15
TTL-XRGKRABHTT,VH-8768569864,SYNGIV-Deflce,SYNFAM-Xlc wpeep,record_update,DE,2024-11-22
TTL-BFD0UVB6EL,VH-8768569864,SYNGIV-Ozfr,SYNFAM-Xlcwpeep,record_update,PA,2026-01-18
TTL-ZO27P78012,VH-5023830275,SYNGIV-C,SYNFAM-Xzcrly,title_record,DE,2021-03-15
TTL-0WR6IVWHJG,VH-5023830275,SYNGIV-Czmpce,SYNFAM-Xzcrly,ownership_change,MD,2024-07-06
TTL-V8W6E0UV6N,VH-5023830275,SYNGIV-Nslcwzeep,SYNFAM-Mzzes,record_update,MD,2025-09-14
TTL-T9P5LTOSHG,VH-5023830275,SYNGIV-Czmpce,SYNFAM-Xzcrly,record_update,DE,2025-12-25
TTL-ZR715YI3YW,VH-2886070953,SYNGIV-tDxcly,SYNFAM-Dtyrs,title_record,DE,2021-01-21
TTL-DA7IZ694A6,VH-2886070953,SYNGIV-Dslczy,SYNFAM-Dtyrs,ownership_change,PA,2023-10-06
TTL-MUJ1AP5L4M,VH-2886070953,SYNGIV-Dslczy,SYNFAM-Dtyrs,record_update,DE,2024-09-23
TTL-KKO8Q9VI87,VH-2886070953,SYNGIV-Dslcz,SYNFAM-Dtyrs,record_update,PA,2025-01-23
TTL-AL1YQHAPE2,VH-9047517350,SYNGIV-Etx,SYNFAM-Dxtes,title_record,DE,2021-09-02
TTL-ER7WOMPUDI,VH-9047517350,SYNGIV-Vpyktp,SYNFAM-Dnsllv,ownership_change,NJ,2024-07-02
TTL-J82QL18AHE,VH-9047517350,SYNGIV-Etx,SYNFAM-Dxtes,record_update,,2025-04-23
TTL-Y7UZL1V6DR,VH-9047517350,SYNGIV-E,SYNFAM-Dxtes,record_update,DE,2026-01-01
TTL-I7NF7ZAAGG,VH-2142776359,SYNGIV-Jpgrpytj,SYNFAM-Ypwdzy,title_record,NY,2021-04-15
TTL-U3U7ILG8UM,VH-2142776359,SYNGIV-Jpgrpytj,SYNFAM-Ypwdzy,ownership_change,DE,2024-01-26
TTL-UEAUHY1IFJ,VH-2142776359,SYNGIV-Jpgrpytj,SYNFAM-YPWDZY,record_update,DE,2025-05-10
TTL-WGNH415XQA,VH-2142776359,SYNGIV-Lctl,SYNFAM-Nslynpj,record_update,,2026-03-19
TTL-OIQJTG05Z1,VH-8626694768,SYNGIV-Slwwt,SYNFAM-Bfltw,title_record,PA,2020-11-30
TTL-N58MS2MPF5,VH-8626694768,SYNGIV-Slwtxl,SYNFAM-Nszyr,ownership_change,,2024-06-02
TTL-F45I3CWQ3U,VH-8626694768,SYNGIV-S,SYNFAM-Bfltw,record_update,DE,2025-04-07
TTL-IY8V3TK2LY,VH-8626694768,SYNGIV-Slwwtp,SYNFAM-Bfltw,record_update,DE,2026-01-24
TTL-5TA8RJ9ACQ,VH-2614207220,SYNGIV-Wjyy,SYNFAM-Ectepd,title_record,NJ,2022-03-06
TTL-WPA41LN9Q0,VH-2614207220,SYNGIV-Wjyy,SYNFAM-Ectepd,ownership_change,DE,2023-11-04
TTL-RIG9VXFXH6,VH-2614207220,SYNGIV-Wjyy,SYNFAM-Ectepd,record_update,DE,2024-12-02
TTL-6NLRPZSI6U,VH-2614207220,SYNGIV-Vzcj,SYNFAM-Lclfuz,record_update,NJ,2026-02-13
TTL-X18F40VP55,VH-9014595996,SYNGIV-Njyestl,SYNFAM-Wtyp,title_record,VA,2021-09-27
TTL-1M88EK5FAS,VH-9014595996,SYNGIV-Ytyl,SYNFAM-Jfp,ownership_change,VA,2024-03-31
TTL-6VQEVUMOZW,VH-9014595996,SYNGIV-Ytyl,SYNFAM-Jfp,record_update,DE,2024-04-05
TTL-LDX1QIIKHH,VH-9014595996,SYNGIV-Ytyl,SYNFAM-Jfp,record_update,DE,2025-01-10
TTL-LTGNYM0KRU,VH-4931041072,SYNGIV-Wljyp,SYNFAM-Mctorpd,title_record,DE,2021-02-16
TTL-74YKHRPNY8,VH-4931041072,SYNGIV-Wljyp,SYNFAM-Mctropd,ownership_change,DE,2023-10-11
TTL-KLOB0J8PK7,VH-4931041072,SYNGIV-Wljyp,SYNFAM-Mctorpd,record_update,NY,2024-11-24
TTL-649CK3DJSY,VH-4931041072,SYNGIV-Y,SYNFAM-Mctorpd,record_update,NY,2026-06-05
TTL-4NO7OXK9GX,VH-1328171380,SYNGIV-Upccj,SYNFAM-Xnvpp,title_record,,2021-01-08
TTL-Y1W3SUHPV3,VH-1328171380,SYNGIV-Xtnslpw,SYNFAM-Xnvpp,ownership_change,DE,2024-07-31
TTL-A1GD3WAP9X,VH-1328171380,SYNGIV-Xtnslpw,SYNFAM-Xnvpp,record_update,MD,2025-02-11
TTL-CYVVWW9L9V,VH-1328171380,SYNGIV-Xtnslp,SYNFAM-Xnvpp,record_update,DE,2026-07-11
TTL-7YKCPS6MUB,VH-8012182052,SYNGIV-Lwll,SYNFAM-Xfccpww,title_record,PA,2022-02-03
TTL-SXXEWRSVG1,VH-8012182052,SYNGIV-Lwll,SYNFAM-Xfccpww,ownership_change,DE,2023-11-20
TTL-W69WZ8YJ0K,VH-8012182052,SYNGIV-Ulcpo,SYNFAM-Xfc cpww,record_update,PA,2025-06-06
TTL-NER8OCC9R7,VH-8012182052,SYNGIV-Lwll,SYNFAM-Xfccpww,record_update,DE,2026-02-02
TTL-JJRKLWC9JM,VH-3147517261,SYNGIV-Wfnt,SYNFAM-Nzcypww,title_record,MD,2021-09-09
TTL-A29EWSUEIW,VH-3147517261,SYNGIV-Wfnt,SYNFAM-Nzcypww,ownership_change,DE,2023-12-27
TTL-LQ7KGL2LTA,VH-3147517261,SYNGIV-Wfnt,SYNFAM-Nzc ypww,record_update,DE,2024-01-02
TTL-CXGEF84B99,VH-3147517261,SYNGIV-Wlvdsxt,SYNFAM-Dtxxzyd,record_update,MD,2024-11-15
TTL-E7DI0U7DT6,VH-9516382506,SYNGIV-V,SYNFAM-Mfwwlco,title_record,NC,2021-11-17
TTL-BQP2W2Z2IV,VH-9516382506,SYNGIV-Vlescjy,SYNFAM-Mfwwlco,ownership_change,DE,2023-11-04
TTL-SMOWHHT2Q5,VH-9516382506,SYNGIV-Vlescjy,SYNFAM-Mfwwlco,record_update,DE,2025-07-26
TTL-Y30M83OQ99,VH-9516382506,SYNGIV-Pxxlyfp,SYNFAM-Hlxawpc,record_update,NC,2026-02-09
TTL-PIKEZ9F16S,VH-9529147031,SYNGIV-Olgto,SYNFAM-Xlcdslww,title_record,NC,2020-11-17
TTL-JH1H3HWNPG,VH-9529147031,SYNGIV-Eszxld,SYNFAM-Stnvd,ownership_change,NC,2023-12-25
TTL-BJDM90DWUL,VH-9529147031,SYNGIV-Olgto,SYNFAM-Xlcdslww,record_update,DE,2025-04-20
TTL-G23YARNGOB,VH-9529147031,SYNGIV-Olgt,SYNFAM-Xlcdslww,record_update,DE,2026-04-11
TTL-KWZFFSKZZH,VH-6461952174,SYNGIV-Mcpyol,SYNFAM-Gz,title_record,DE,2020-10-11
TTL-LKA7G3VX4P,VH-6461952174,SYNGIV-M,SYNFAM-Gz,ownership_change,SC,2023-11-19
TTL-OGHVMBCTHI,VH-6461952174,SYNGIV-Mcpyo,SYNFAM-Gz,record_update,,2025-01-04
TTL-RCGTAYIBAH,VH-6461952174,SYNGIV-D,SYNFAM-Czoctrfpk,record_update,SC,2026-05-21
TTL-D6MVBESW4J,VH-3216299044,SYNGIV-Pgly,SYNFAM-Pdnzlmc,title_record,DE,2020-10-13
TTL-D28DDD4UV0,VH-3216299044,SYNGIV-Vzwezy,SYNFAM-Vzgln,ownership_change,DE,2024-03-12
TTL-SCTEW9AZRR,VH-3216299044,SYNGIV-Pgly,SYNFAM-Pdnzmlc,record_update,MD,2024-08-12
TTL-UFDEPLRRFL,VH-3216299044,SYNGIV-Pgly,SYNFAM-Pdnzmlc,record_update,MD,2024-09-01
TTL-LHPFFAXMEC,VH-8381462888,SYNGIV-Upyytqpc,SYNFAM-Hleqzco,title_record,DE,2021-12-11
TTL-BX6KEBE6LT,VH-8381462888,SYNGIV-Upyytqp,SYNFAM-Hleqzco,ownership_change,FL,2024-05-17
TTL-4AH0ENM5D4,VH-8381462888,SYNGIV-Upyytqpc,SYNFAM-Hleqzco,record_update,FL,2025-07-10
TTL-IY84OEGKAH,VH-8381462888,SYNGIV-Pctn,SYNFAM-Hleqzco,record_update,DE,2026-02-08
TTL-XRZQAWC5RX,VH-2155387692,SYNGIV-Slkpw,SYNFAM-Czmtydzy,title_record,DE,2021-11-17
TTL-JIXWQP5VYM,VH-2155387692,SYNGIV-S,SYNFAM-Czmtydzy,ownership_change,NJ,2023-11-28
TTL-OM63W3EMDG,VH-2155387692,SYNGIV-Yzcxl,SYNFAM-Wlyrwpj,record_update,NJ,2024-11-24
TTL-S9606GNRLQ,VH-2155387692,SYNGIV-Slkpw,SYNFAM-Czmtydzy,record_update,DE,2025-01-18
TTL-CJLE6F03DT,VH-4172487471,SYNGIV-Lyyl,SYNFAM-Dezcnv,title_record,NC,2021-07-28
TTL-TVCSJRF92W,VH-4172487471,SYNGIV-Lyyl,SYNFAM-Dezcnv,ownership_change,NC,2023-12-24
TTL-WEQMDOB0J1,VH-4172487471,SYNGIV-L,SYNFAM-Dezcnv,record_update,DE,2024-04-16
TTL-EHAQLJ3ZF5,VH-4172487471,SYNGIV-Lwxl,SYNFAM-Dezcnv,record_update,DE,2024-09-30
TTL-WUX1QQHK7R,VH-3870273288,SYNGIV-Nlwcpyn,SYNFAM-Nlwopczy,title_record,DE,2021-11-03
TTL-4YPMT1GRMI,VH-3870273288,SYNGIV-Dfdly,SYNFAM-Nlwopczy,ownership_change,MD,2024-01-20
TTL-HEBI6QY08S,VH-3870273288,SYNGIV-D,SYNFAM-Nlwopczy,record_update,DE,2025-05-22
TTL-5RS6JBYVS8,VH-3870273288,SYNGIV-Dfdly,SYNFAM-Nlwopczy,record_update,MD,2026-06-13
TTL-4Q647PBNKW,VH-6323145808,SYNGIV-Dlqtl,SYNFAM-Mcznvxly,title_record,DE,2022-01-11
TTL-BWADSL0HB5,VH-6323145808,SYNGIV-Wtlx,SYNFAM-Slxtwezy,ownership_change,DE,2023-09-28
TTL-OWCMYCZLPF,VH-6323145808,SYNGIV-Dlqtl,SYNFAM-Mcz nvxly,record_update,VA,2025-08-10
TTL-UX53LF8DQ7,VH-6323145808,SYNGIV-Dlqt,SYNFAM-Mcznvxly,record_update,VA,2025-08-27
TTL-A20GPTZ8TT,VH-9979234248,SYNGIV-S,SYNFAM-Rzyklwpk,title_record,PA,2021-10-05
TTL-MFWMVSE7EX,VH-9979234248,SYNGIV-Lxte,SYNFAM-Rzyklwpk,ownership_change,PA,2023-08-31
TTL-AR9KWFEY4U,VH-9979234248,SYNGIV-Splespc,SYNFAM-Rzyklwpk,record_update,DE,2025-06-29
TTL-197YPBA2RD,VH-9979234248,SYNGIV-Splespc,SYNFAM-Rzyklwpk,record_update,DE,2026-03-22
TTL-FJCFL1HCMT,VH-8379966930,SYNGIV-R,SYNFAM-Mzwlyzd,title_record,SC,2021-02-15
TTL-APJV2W0HKI,VH-8379966930,SYNGIV-Alxpwl,SYNFAM-Mzwlyzd,ownership_change,SC,2023-08-17
TTL-K5AICACQ4M,VH-8379966930,SYNGIV-Alxpwl,SYNFAM-Mzwlyzd,record_update,DE,2025-09-26
TTL-AL6SUOAFJX,VH-8379966930,SYNGIV-Alxpwl,SYNFAM-Mzwlyzd,record_update,DE,2026-04-11
TTL-YBQBKJO3SM,VH-5575641268,SYNGIV-Hljyp,SYNFAM-Czbfp,title_record,MD,2022-03-23
TTL-DUDNAXY551,VH-5575641268,SYNGIV-Xlcj,SYNFAM-Czbfp,ownership_change,DE,2023-09-24
TTL-RTL9C1PCJ2,VH-5575641268,SYNGIV-XLCJ,SYNFAM-Czbfp,record_update,DE,2025-06-19
TTL-53VNTC7F1P,VH-5575641268,SYNGIV-Xlcj,SYNFAM-Czbfp,record_update,MD,2026-06-07
TTL-QQ4P897D62,VH-9201460949,SYNGIV-Xlcnpwwl,SYNFAM-Spyoctnv,title_record,DE,2022-07-16
TTL-URY5M1GWIG,VH-9201460949,SYNGIV-Xlcnpwwl,SYNFAM-Spyoctnv,ownership_change,NY,2023-12-24
TTL-NDSYVUTYE7,VH-9201460949,SYNGIV-Y,SYNFAM-Spyoctnv,record_update,DE,2025-02-10
TTL-6CC7N5L443,VH-9201460949,SYNGIV-Xlcnpww,SYNFAM-Spyoctnv,record_update,NY,2025-05-31
TTL-CUMOUSKXRA,VH-7568633313,SYNGIV-Cfes,SYNFAM-Nzwpxly,title_record,NJ,2020-11-01
TTL-NG69Y2IJNT,VH-7568633313,SYNGIV-Cfes,SYNFAM-Nzwpxly,ownership_change,DE,2023-08-22
TTL-ZPELFOSJJ5,VH-7568633313,SYNGIV-D,SYNFAM-Qpcylyopk,record_update,DE,2025-01-27
TTL-K9MJE4DDIW,VH-7568633313,SYNGIV-C,SYNFAM-Nzwpxly,record_update,NJ,2026-01-26
TTL-3M0TC6X48W,VH-1420972811,SYNGIV-Xprl,SYNFAM-Xlrwpj,title_record,PA,2021-03-03
TTL-8EOVKDPLLQ,VH-1420972811,SYNGIV-X,SYNFAM-Xlrwpj,ownership_change,,2024-02-26
TTL-UYFHFB5DHI,VH-1420972811,SYNGIV-XPRLY,SYNFAM-Xlrwpj,record_update,PA,2025-06-20
TTL-GF56BE3J6W,VH-1420972811,SYNGIV-Uznwjy,SYNFAM-Sfenstydzy,record_update,DE,2025-08-08
TTL-CHE9QEI6HG,VH-5979700246,SYNGIV-Vlcw,SYNFAM-Htwdzy,title_record,NJ,2020-10-21
TTL-ILGK0PX5AN,VH-5979700246,SYNGIV-Vlcw,SYNFAM-Htwdzy,ownership_change,NJ,2024-03-15
TTL-5BN8EE2M1L,VH-5979700246,SYNGIV-Vlcw,SYNFAM-Htwdzy,record_update,DE,2025-01-01
TTL-AX9U72RTB5,VH-5979700246,SYNGIV-Cszyol,SYNFAM-Htwdzy,record_update,DE,2025-01-14
TTL-HRSUXUH4BL,VH-0753978340,SYNGIV-A,SYNFAM-Dly nspk,title_record,DE,2022-01-25
TTL-3HU7HJ04K8,VH-0753978340,SYNGIV-Alectntl,SYNFAM-Dlynspk,ownership_change,PA,2024-06-02
TTL-3ANZQFEB4D,VH-0753978340,SYNGIV-Alectntl,SYNFAM-Dlynspk,record_update,DE,2025-04-13
TTL-3SPFV6BHOF,VH-0753978340,SYNGIV-Upyytqpc,SYNFAM-Qppwj,record_update,PA,2026-01-09
TTL-QNP7IUOI0S,VH-5292050836,SYNGIV-X,SYNFAM-Nzcypwtfd,title_record,PA,2021-07-06
TTL-HNTDXZST14,VH-5292050836,SYNGIV-Xlcv,SYNFAM-Awptepk,ownership_change,PA,2024-01-05
TTL-8YITMEHRDO,VH-5292050836,SYNGIV-Xptwddl,SYNFAM-Nzcypwtfd,record_update,DE,2025-05-12
TTL-JRDNIRXOZW,VH-5292050836,SYNGIV-Xpwtddl,SYNFAM-Nzcypwtfd,record_update,DE,2026-02-12
TTL-TCQEONDF52,VH-0002310839,SYNGIV-Ect,SYNFAM-Vtwmj,title_record,DE,2022-02-10
TTL-CTA85FFYG9,VH-0002310839,SYNGIV-Ect,SYNFAM-Vtwmj,ownership_change,NJ,2024-05-27
TTL-YAH02V73BM,VH-0002310839,SYNGIV-Ect,SYNFAM-Vtwmj,record_update,DE,2025-05-09
TTL-GQ9IMD41LC,VH-0002310839,SYNGIV-Espcpdl,SYNFAM-Stnvd,record_update,NJ,2026-01-20
TTL-IQZVUGMI2T,VH-3450147687,SYNGIV-GTNEZC,SYNFAM-Spccpcl,title_record,PA,2022-07-16
TTL-WDT7KOPRH1,VH-3450147687,SYNGIV-E,SYNFAM-Spccpcl,ownership_change,PA,2023-12-10
TTL-8M4AM6NP1K,VH-3450147687,SYNGIV-E,SYNFAM-Spccpcl,record_update,DE,2025-06-25
TTL-GXHYHF6CLD,VH-3450147687,SYNGIV-Eszxld,SYNFAM-Spccpcl,record_update,DE,2025-12-28
TTL-98ORHTT18Y,VH-7741179102,SYNGIV-Ctnslco,SYNFAM-Sfpmypc,title_record,DE,2021-12-03
TTL-N736CT6NJG,VH-7741179102,SYNGIV-Vptes,SYNFAM-Sfpmypc,ownership_change,PA,2023-10-03
TTL-3X45K0RDAZ,VH-7741179102,SYNGIV-C,SYNFAM-Sfpmypc,record_update,DE,2024-02-21
TTL-PSF5SC9MVN,VH-7741179102,SYNGIV-Ctnslco,SYNFAM-Sfpmypc,record_update,PA,2024-10-17
TTL-EMF3C5XBK2,VH-0757291840,SYNGIV-Ctnv,SYNFAM-Rtrwt,title_record,,2022-06-04
TTL-4EWD68ITWD,VH-0757291840,SYNGIV-Ctnv,SYNFAM-Rtrwt,ownership_change,DE,2023-11-01
TTL-RO3BXRZECZ,VH-0757291840,SYNGIV-Clnbfpw,SYNFAM-Xntyezds,record_update,MD,2024-11-12
TTL-U9V82DGUXO,VH-0757291840,SYNGIV-Ctnv,SYNFAM-Rtrwt,record_update,DE,2026-06-04
TTL-Q9HBUCB519,VH-6771253943,SYNGIV-Alfw,SYNFAM-Dwlepc,title_record,DE,2021-05-05
TTL-F8II9MO6YJ,VH-6771253943,SYNGIV-Lwmpc,SYNFAM-Dwlepc,ownership_change,DE,2023-08-28
TTL-8QNWW9OGWJ,VH-6771253943,SYNGIV-Lwmpce,SYNFAM-Dwlepc,record_update,PA,2024-06-12
TTL-Y8NBDO6TPG,VH-6771253943,SYNGIV-Lwmpce,SYNFAM-Dwlepc,record_update,PA,2025-09-28
TTL-EW80WV3IQL,VH-5071334427,SYNGIV-Zclwtl,SYNFAM-Lwglcpk,title_record,VA,2021-12-11
TTL-MRKQVULM3J,VH-5071334427,SYNGIV-Z,SYNFAM-LWGLCPK,ownership_change,VA,2023-10-27
TTL-CH41CQXUJE,VH-5071334427,SYNGIV-Czmpce,SYNFAM-Lwglcpk,record_update,DE,2025-05-17
TTL-MO5EQH4BQB,VH-5071334427,SYNGIV-Zclwtl,SYNFAM-Lwglcpk,record_update,DE,2026-01-10
TTL-VX1WJ02KTX,VH-4738809494,SYNGIV-Alectntl,SYNFAM-Deznvtyr,title_record,DE,2021-12-06
TTL-1QUNIKYMQ6,VH-4738809494,SYNGIV-ALECTNTL,SYNFAM-DEZNVTYR,ownership_change,DE,2024-06-11
TTL-4N6QVUYYE2,VH-4738809494,SYNGIV-Etx,SYNFAM-Dez nvtyr,record_update,NJ,2024-12-01
TTL-42MUUCRK36,VH-4738809494,SYNGIV-Alectntl,SYNFAM-Deznvtyr,record_update,NJ,2025-08-20
TTL-TEJSLG6OPE,VH-1803007845,SYNGIV-Nzwt,SYNFAM-Ctnslcod,title_record,DE,2021-12-18
TTL-PJFW849YGF,VH-1803007845,SYNGIV-Nlxpczy,SYNFAM-Delywpj,ownership_change,MD,2023-11-10
TTL-61Q0QL49QC,VH-1803007845,SYNGIV-Nlxpczy,SYNFAM-Delywpj,record_update,DE,2025-08-16
TTL-VJVEWJ1B9B,VH-1803007845,SYNGIV-Nlxpcz,SYNFAM-Delywpj,record_update,MD,2026-02-22
